year,country_iso,country_code,reported_classification_imports,reported_classification_exports,reported_currency_imports,reported_currency_exports,trade_flow_imports,trade_flow_exports,currency_conversion_factor_imports,currency_conversion_factor_exports,trade_system_imports,trade_system_exports,valuation_imports,valuation_exports,partner_imports,partner_exports
2013,kir,296,hs2002,hs2002,aud,aud,imports,exports,0.964284,0.964715,special,special,cif,fob,origin,last known destination
2013,kwt,414,hs2012,hs2012,kwd,kwd,imports,exports,3.526501,3.527428,special,special,cif,fob,origin,last known destination
2013,kgz,417,hs2007,hs2007,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2013,lao,418,hs2012,hs2012,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2013,lva,428,hs2012,hs2012,lvl,lvl,imports,exports,1.889371,1.890794,special,special,cif,fob,origin/consignment for intra-eu,last known destination
2013,lbn,422,hs2012,hs2012,lbp,lbp,imports,exports,6.63e-4,6.63e-4,special,special,cif,fob,origin,last known destination
2013,lso,426,hs2002,hs2002,lsl,lsl,imports,exports,0.103153,0.103227,general,general,cif,fob,consignment,last known destination
2013,ltu,440,hs2012,hs2012,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2013,lux,442,hs2012,hs2012,eur,eur,imports,exports,1.327456,1.328297,special,special,cif,fob,origin/consignment for intra-eu,last known destination
2013,mdg,450,hs2012,hs2012,mga,mga,imports,exports,4.53e-4,4.53e-4,general,general,cif,fob,origin,consumption
2013,mwi,454,hs2007,hs2007,mwk,mwk,imports,exports,0.002744,0.002744,general,general,cif,fob,origin,last known destination
2013,mys,458,hs2012,hs2012,myr,myr,imports,exports,0.317401,0.317132,general,general,cif,fob,origin,last known destination
2013,mdv,462,hs2012,hs2012,mvr,mvr,imports,exports,0.065076,0.065076,general,general,cif,fob,consignment,last known destination
2013,mlt,470,hs2012,hs2012,eur,eur,imports,exports,1.325804,1.327241,general,general,cif,fob,origin/consignment for intra-eu,last known destination
2013,mrt,478,hs2007,hs2007,mro,mro,imports,exports,0.003321,0.003319,general,general,cif,fob,origin,last known destination
2013,mus,480,hs2012,hs2012,mur,mur,imports,exports,0.032582,0.032578,general,general,cif,fob,origin,last known destination
2013,mex,484,hs2012,hs2012,usd,usd,imports,exports,1,1,general,general,fob,fob,origin,last known destination
2013,mng,496,hs2012,hs2012,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2013,mne,499,hs2012,hs2012,eur,eur,imports,exports,1.327583,1.32688,special,special,cif,fob,origin,last known destination
2013,msr,500,hs2007,hs2007,xcd,xcd,imports,exports,0.37037,0.37037,special,special,cif,fob,origin,last known destination
2013,mar,504,hs2002,hs2002,mad,mad,imports,exports,0.118944,0.118935,special,special,cif,fob,origin,last known destination
2013,moz,508,hs2007,hs2007,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2013,mmr,104,hs2012,hs2012,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2013,nam,516,hs2012,hs2012,nad,nad,imports,exports,0.103056,0.103303,general,general,cif,fob,origin,last known destination
2013,npl,524,hs2012,hs2012,npr,npr,imports,exports,0.010607,0.010694,special,special,cif,fob,origin,last known destination
2013,nld,528,hs2012,hs2012,eur,eur,imports,exports,1.328081,1.328026,special,special,cif,fob,origin/consignment for intra-eu,last known destination
2013,ncl,540,hs2007,hs2007,xpf,xpf,imports,exports,0.01113,0.01113,general,general,cif,fob,consignment,last known destination
2013,nzl,554,hs2012,hs2012,nzd,nzd,imports,exports,0.819698,0.82102,general,general,cif,fob,origin,last known destination
2013,nic,558,hs2012,hs2012,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2013,ner,562,hs2007,hs2007,xof,xof,imports,exports,0.002027,0.00203,general,general,cif,fob,origin,last known destination
2013,nga,566,hs2007,hs2007,ngn,ngn,imports,exports,0.006357,0.006357,general,general,cif,fob,origin,last known destination
2013,mkd,807,hs2012,hs2012,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2013,nor,579,hs2012,hs2012,nok,nok,imports,exports,0.170179,0.170332,general,general,cif,fob,origin,last known destination
2013,omn,512,hs2012,hs2012,omr,omr,imports,exports,2.60078,2.60078,general,general,cif,fob,origin,last known destination
2013,pak,586,hs2012,hs2012,pkr,pkr,imports,exports,0.009852,0.009838,general,general,cif,fob,origin,last known destination
2013,plw,585,hs2002,hs2002,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,NA
2013,pan,591,hs2012,hs2012,pab,pab,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2013,pry,600,hs2012,hs2012,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2013,per,604,hs2012,hs2012,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2013,phl,608,hs2002,hs2002,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2013,pol,616,hs2012,hs2012,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2013,prt,620,hs2012,hs2012,eur,eur,imports,exports,1.328055,1.327525,special,special,cif,fob,origin/consignment for intra-eu,last known destination
2013,qat,634,hs2012,hs2012,qar,qar,imports,exports,0.274725,0.274725,general,general,cif,fob,origin,last known destination
2013,kor,410,hs2012,hs2012,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2013,mda,498,hs2007,hs2007,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2013,rou,642,hs2012,hs2012,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2013,rus,643,hs2012,hs2012,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2013,rwa,646,hs2012,hs2012,rwf,rwf,imports,exports,0.001557,0.001553,general,general,cif,fob,origin,last known destination
2013,kna,659,hs2007,hs2007,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2013,lca,662,hs2007,hs2007,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2013,vct,670,hs2007,hs2007,xcd,xcd,imports,exports,0.37037,0.37037,special,special,cif,fob,origin,last known destination
2013,wsm,882,hs2012,hs2012,wst,wst,imports,exports,0.430769,0.431001,general,general,cif,fob,origin,last known destination
2013,stp,678,hs2007,hs2007,std,std,imports,exports,5.4e-5,5.4e-5,special,special,cif,fob,origin,last known destination
2013,sau,682,hs2012,hs2012,sar,sar,imports,exports,0.266667,0.266667,general,general,cif,fob,origin,last known destination
2013,sen,686,hs2007,hs2007,xof,xof,imports,exports,0.002026,0.002021,general,general,cif,fob,origin,last known destination
2013,srb,688,hs2012,hs2012,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2013,syc,690,hs2007,hs2007,scr,scr,imports,exports,0.08293,0.08293,general,general,cif,fob,origin,last known destination
2013,sgp,702,hs2012,hs2012,sgd,sgd,imports,exports,0.799156,0.799098,general,general,cif,fob,origin,last known destination
2013,svk,703,hs2012,hs2012,eur,eur,imports,exports,1.328118,1.328118,special,special,cif,fob,origin,last known destination
2013,svn,705,hs2012,hs2012,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2013,slb,90,hs2002,hs2002,sbd,sbd,imports,exports,0.136938,0.136946,special,special,cif,fob,origin,last known destination
2013,zaf,710,hs2012,hs2012,zar,zar,imports,exports,0.103636,0.103516,special,special,fob,fob,origin,last known destination
2013,esp,724,hs2012,hs2012,eur,eur,imports,exports,1.328534,1.327768,special,special,cif,fob,origin/consignment for intra-eu,last known destination
2013,lka,144,hs2012,hs2012,lkr,lkr,imports,exports,0.007738,0.007742,general,general,cif,fob,NA,NA
2013,pse,275,hs2007,hs2007,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2013,sdn,736,hs2012,hs2012,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2013,sur,740,hs2007,hs2007,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2013,swe,752,hs2012,hs2012,sek,sek,imports,exports,0.153539,0.153554,special,special,cif,fob,origin/consignment for intra-eu,last known destination
2013,che,757,hs2012,hs2012,chf,chf,imports,exports,1.079166,1.078853,special,special,cif,fob,origin,last known destination
2013,tha,764,hs2012,hs2012,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2013,tls,626,hs2002,hs2002,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2013,tgo,768,hs2007,hs2007,xof,xof,imports,exports,0.002022,0.002026,general,general,cif,fob,origin,last known destination
2013,ton,776,hs2007,hs2007,top,top,imports,exports,0.563172,0.561422,general,general,cif,fob,origin,last known destination
2013,tto,780,hs2007,hs2007,ttd,ttd,imports,exports,0.155216,0.155216,special,special,cif,fob,origin,last known destination
2013,tun,788,hs2012,hs2012,tnd,tnd,imports,exports,0.615467,0.615874,general,general,cif,fob,origin,last known destination
2013,tur,792,hs2012,hs2012,usd,usd,imports,exports,1,1,general,general,cif/fob,fob,origin,last known destination
2013,usa,842,hs2012,hs2012,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2013,uga,800,hs2012,hs2012,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2013,ukr,804,hs2007,hs2007,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2013,are,784,hs2012,hs2012,aed,aed,imports,exports,0.272294,0.272294,special,special,cif,fob,origin,last known destination
2013,gbr,826,hs2012,hs2012,gbp,gbp,imports,exports,1.563931,1.564045,general,general,cif,fob,origin/consignment for intra-eu,last known destination
2013,tza,834,hs2012,hs2012,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2013,ury,858,hs2012,hs2012,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2013,ven,862,hs2002,hs2002,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2013,vnm,704,hs2012,hs2012,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2013,yem,887,hs2012,hs2012,yer,yer,imports,exports,0.004654,0.004654,special,special,cif,fob,origin,last known destination
2013,zmb,894,hs2012,hs2012,zmk,zmk,imports,exports,0.185326,0.185326,general,general,cif,fob,origin,last known destination
2013,zwe,716,hs2012,hs2012,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2014,afg,4,hs2002,hs2002,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2014,alb,8,hs2012,hs2012,all,all,imports,exports,0.00947,0.009504,special,special,cif,fob,origin,last known destination
2014,dza,12,hs2012,hs2012,dzd,dzd,imports,exports,0.012421,0.012482,special,special,cif,fob,origin,last known destination
2014,and,20,hs2012,hs2012,eur,eur,imports,exports,1.324821,1.327686,general,general,cif,fob,origin,last known destination
2014,ago,24,hs2012,hs2012,usd,usd,imports,exports,1,1,special,special,cif,fob,NA,NA
2014,atg,28,hs2007,hs2007,xcd,xcd,imports,exports,0.37037,0.37037,general,general,cif,fob,origin,last known destination
2014,arg,32,hs2012,hs2012,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2014,arm,51,hs2012,hs2012,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2014,arb,533,hs2012,hs2012,awg,awg,imports,exports,0.558659,0.558659,general,general,cif,fob,origin,last known destination
2014,aus,36,hs2012,hs2012,aud,aud,imports,exports,0.90221,0.902131,general,general,fob,fob,origin,last known destination
2014,aut,40,hs2012,hs2012,eur,eur,imports,exports,1.328993,1.328359,special,special,cif,fob,origin,last known destination
2014,aze,31,hs2012,hs2012,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2014,bhs,44,hs2012,hs2012,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2014,bhr,48,hs2012,hs2012,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2014,brb,52,hs2002,hs2002,bbd,bbd,imports,exports,0.5,0.5,general,general,cif,fob,origin,last known destination
2014,blr,112,hs2012,hs2012,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2014,bel,56,hs2012,hs2012,eur,eur,imports,exports,1.328836,1.329048,special,special,cif,fob,origin/consignment for intra-eu,last known destination
2014,blz,84,hs2012,hs2012,bzd,bzd,imports,exports,0.5,0.5,general,general,cif,fob,origin,last known destination
2014,ben,204,hs2007,hs2007,xof,xof,imports,exports,0.00201,0.002044,general,general,cif,fob,origin,last known destination
2014,bmu,60,hs2012,hs2012,bmd,bmd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2014,bol,68,hs2012,hs2012,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2014,bih,70,hs2012,hs2012,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2014,bwa,72,hs2012,hs2012,bwp,bwp,imports,exports,0.111577,0.111672,general,general,cif,fob,origin,last known destination
2014,bra,76,hs2012,hs2012,usd,usd,imports,exports,1,1,special,special,cif/fob,fob,origin,last known destination
2014,brn,96,hs2012,hs2012,bnd,bnd,imports,exports,0.789977,0.784348,special,special,cif,fob,origin,last known destination
2014,bgr,100,hs2012,hs2012,bgn,bgn,imports,exports,0.678238,0.679388,special,special,cif,fob,consignment,last known destination
2014,bfa,854,hs2007,hs2007,xaf,xaf,imports,exports,0.002025,0.002025,general,general,cif,fob,origin,last known destination
2014,bdi,108,hs2012,hs2012,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2014,cpv,132,hs2012,hs2012,cve,cve,imports,exports,0.011968,0.012002,special,special,cif,cif,origin,last known destination
2014,khm,116,hs2012,hs2012,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2014,cmr,120,hs2012,hs2012,xof,xof,imports,exports,0.002019,0.002018,special,special,cif,fob,origin,last known destination
2014,can,124,hs2012,hs2012,cad,cad,imports,exports,0.904219,0.904268,general,general,fob,fob,origin,last known destination
2014,caf,140,hs2007,hs2007,xaf,xaf,imports,exports,0.002016,0.002038,general,general,cif,fob,origin,last known destination
2014,chl,152,hs2012,hs2012,usd,usd,imports,exports,1,1,general,general,cif/fob,fob,consignment,last known destination
2014,chn,156,hs2012,hs2012,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2014,hkg,344,hs2012,hs2012,hkd,hkd,imports,exports,0.128964,0.128964,general,general,cif,fob,consignment,last known destination
2014,mac,446,hs2012,hs2012,mop,mop,imports,exports,0.125201,0.125201,general,general,cif,fob,origin,last known destination
2014,col,170,hs2012,hs2012,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2014,com,174,hs2012,hs2012,kmf,kmf,imports,exports,0.00269,0.00269,general,general,cif,fob,consignment,last known destination
2014,cog,178,hs2012,hs2012,cdf,cdf,imports,exports,0.002025,0.002025,general,general,cif,fob,origin,last known destination
2014,cri,188,hs2012,hs2012,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2014,hrv,191,hs2012,hs2012,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2014,cyp,196,hs2012,hs2012,eur,eur,imports,exports,1.328501,1.328501,general,general,cif,fob,origin/consignment for intra-eu,last known destination
2014,cze,203,hs2012,hs2012,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2014,civ,384,hs2007,hs2007,xof,xof,imports,exports,0.002011,0.002029,special,special,cif,fob,origin,last known destination
2014,dnk,208,hs2012,hs2012,dkk,dkk,imports,exports,0.178406,0.178475,general,general,cif,fob,origin/consignment for intra-eu,last known destination
2014,dom,214,hs2012,hs2012,usd,usd,imports,exports,1,1,general,general,cif/fob,fob,origin,last known destination
2014,ecu,218,hs2012,hs2012,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2014,egy,818,hs2012,hs2012,egp,egp,imports,exports,0.141312,0.141312,general,general,cif,fob,consignment,last known destination
2014,slv,222,hs2012,hs2012,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2014,est,233,hs2012,hs2012,eur,eur,imports,exports,1.328488,1.329072,general extra-eu/special intra-eu,general extra-eu/special intra-eu,cif,fob,consignment,last known destination
2014,swz,748,hs2012,hs2012,szl,szl,imports,exports,0.092143,0.092143,general,general,cif,fob,origin,last known destination
2014,eth,231,hs2012,hs2012,etb,etb,imports,exports,0.05107,0.05107,general,general,cif,fob,origin,last known destination
2014,fji,242,hs2012,hs2012,fjd,fjd,imports,exports,0.529397,0.529268,general,general,cif,fob,purchase,sale
2014,fin,246,hs2012,hs2012,eur,eur,imports,exports,1.328973,1.328131,special,special,cif,fob,origin,last known destination
2014,fra,251,hs2012,hs2012,eur,eur,imports,exports,1.328023,1.327937,special,special,cif,fob,origin,last known destination
2014,pyf,258,hs2012,hs2012,xpf,xpf,imports,exports,0.011108,0.011106,special,special,cif,fob,origin,last known destination
2014,gmb,270,hs2007,hs2007,gmd,gmd,imports,exports,0.023964,0.024275,general,general,cif,fob,origin,last known destination
2014,geo,268,hs2012,hs2012,usd,usd,imports,exports,1,1,general,general,cif,fob,consignment,last known destination
2014,deu,276,hs2012,hs2012,eur,eur,imports,exports,1.328697,1.328183,special,special,cif,fob,origin,last known destination
2014,gha,288,hs2012,hs2012,ghc,ghc,imports,exports,0.342561,0.343324,general,general,cif,fob,origin,last known destination
2014,grc,300,hs2012,hs2012,eur,eur,imports,exports,1.32884,1.32884,special,special,cif,fob,origin/consignment for intra-eu,last known destination
2014,grl,304,hs2012,hs2012,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2014,grd,308,hs2012,hs2012,xcd,xcd,imports,exports,0.37037,0.37037,special,special,cif,fob,origin,last known destination
2014,gtm,320,hs2012,hs2012,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2014,gin,324,hs2012,hs2012,gnf,gnf,imports,exports,1.43e-4,1.43e-4,special,special,cif,fob,origin,last known destination
2014,guy,328,hs2007,hs2007,gyd,gyd,imports,exports,0.004844,0.004844,special,special,cif,fob,origin,last known destination
2014,hnd,340,hs2012,hs2012,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2014,hun,348,hs2012,hs2012,usd,usd,imports,exports,1,1,special,special,cif,fob,consignment,last known destination
2014,isl,352,hs2012,hs2012,isk,isk,imports,exports,0.008569,0.008554,special,special,cif,fob,origin,last known destination
2014,ind,699,hs2012,hs2012,inr,inr,imports,exports,0.016387,0.01639,general,general,cif,fob,origin,last known destination
2014,idn,360,hs2012,hs2012,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2014,irn,364,hs2012,hs2012,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2014,irq,368,hs2002,hs2002,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2014,irl,372,hs2012,hs2012,eur,eur,imports,exports,1.328501,1.328501,general,general,cif,fob,origin,last known destination
2014,isr,376,hs2012,hs2012,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,sale
2014,ita,381,hs2012,hs2012,eur,eur,imports,exports,1.328214,1.327616,special,special,cif,fob,origin/consignment for intra-eu,last known destination
2014,jam,388,hs2012,hs2012,jmd,jmd,imports,exports,0.009011,0.009022,special,special,cif,fob,origin,last known destination
2014,jpn,392,hs2012,hs2012,jpy,jpy,imports,exports,0.009454,0.009443,general,general,cif,fob,origin,last known destination
2014,jor,400,hs2012,hs2012,jod,jod,imports,exports,1.408451,1.408451,special,special,cif,fob,origin,last known destination
2014,kaz,398,hs2012,hs2012,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2014,kir,296,hs2012,hs2012,aud,aud,imports,exports,0.902695,0.902695,special,special,cif,fob,origin,last known destination
2014,kwt,414,hs2012,hs2012,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2014,kgz,417,hs2007,hs2007,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2014,lao,418,hs2012,hs2012,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2014,lva,428,hs2012,hs2012,eur,eur,imports,exports,1.326824,1.327037,special,special,cif,fob,origin/consignment for intra-eu,last known destination
2014,lbn,422,hs2012,hs2012,lbp,lbp,imports,exports,6.63e-4,6.63e-4,special,special,cif,fob,origin,last known destination
2014,lso,426,hs2002,hs2002,lsl,lsl,imports,exports,0.092093,0.092142,general,general,cif,fob,consignment,last known destination
2014,ltu,440,hs2012,hs2012,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2014,lux,442,hs2012,hs2012,eur,eur,imports,exports,1.32701,1.330046,special,special,cif,fob,origin/consignment for intra-eu,last known destination
2014,mdg,450,hs2012,hs2012,mga,mga,imports,exports,4.14e-4,4.14e-4,general,general,cif,fob,origin,last known destination
2014,mwi,454,hs2012,hs2012,mwk,mwk,imports,exports,0.002354,0.002354,general,general,cif,fob,origin,last known destination
2014,mys,458,hs2012,hs2012,myr,myr,imports,exports,0.305812,0.305614,general,general,cif,fob,origin,last known destination
2014,mdv,462,hs2012,hs2012,mvr,mvr,imports,exports,0.065018,0.065018,general,general,cif,fob,consignment,last known destination
2014,mlt,470,hs2012,hs2012,eur,eur,imports,exports,1.326123,1.331255,general,general,cif,fob,origin/consignment for intra-eu,last known destination
2014,mrt,478,hs2007,hs2007,mro,mro,imports,exports,0.003311,0.003311,general,general,cif,fob,origin,last known destination
2014,mus,480,hs2012,hs2012,mur,mur,imports,exports,0.032596,0.032638,general,general,cif,fob,origin,last known destination
2014,mex,484,hs2012,hs2012,usd,usd,imports,exports,1,1,general,general,fob,fob,origin,last known destination
2014,mng,496,hs2012,hs2012,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2014,mne,499,hs2012,hs2012,eur,eur,imports,exports,1.326495,1.32264,special,special,cif,fob,origin,last known destination
2014,msr,500,hs2007,hs2007,xcd,xcd,imports,exports,0.37037,0.37037,special,special,cif,fob,origin,last known destination
2014,mar,504,hs2002,hs2002,mad,mad,imports,exports,0.119281,0.119171,special,special,cif,fob,origin,last known destination
2014,moz,508,hs2007,hs2007,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2014,mmr,104,hs2012,hs2012,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2014,nam,516,hs2012,hs2012,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2014,npl,524,hs2012,hs2012,npr,npr,imports,exports,0.010037,0.010037,general,general,cif,fob,origin,last known destination
2014,nld,528,hs2012,hs2012,eur,eur,imports,exports,1.328937,1.328366,special,special,cif,fob,origin/consignment for intra-eu,last known destination
2014,ncl,540,hs2012,hs2012,xpf,xpf,imports,exports,0.011105,0.011098,general,general,cif,fob,consignment,last known destination
2014,nzl,554,hs2012,hs2012,nzd,nzd,imports,exports,0.829495,0.831198,general,general,cif,fob,origin,last known destination
2014,nic,558,hs2012,hs2012,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2014,ner,562,hs2007,hs2007,xof,xof,imports,exports,0.002,0.001982,general,general,cif,fob,origin,last known destination
2014,nga,566,hs2007,hs2007,ngn,ngn,imports,exports,0.00631,0.00631,general,general,cif,fob,origin,last known destination
2014,mkd,807,hs2012,hs2012,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2014,nor,579,hs2012,hs2012,nok,nok,imports,exports,0.159016,0.159082,general,general,cif,fob,origin,last known destination
2014,omn,512,hs2012,hs2012,omr,omr,imports,exports,2.60078,2.60078,general,general,cif,fob,origin,last known destination
2014,pak,586,hs2012,hs2012,pkr,pkr,imports,exports,0.009882,0.009884,general,general,cif,fob,origin,last known destination
2014,plw,585,hs2012,hs2012,usd,usd,imports,exports,1,1,general,general,fob,fob,origin,last known destination
2014,pan,591,hs2012,hs2012,pab,pab,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2014,pry,600,hs2012,hs2012,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2014,per,604,hs2012,hs2012,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2014,phl,608,hs2002,hs2002,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2014,pol,616,hs2012,hs2012,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2014,prt,620,hs2012,hs2012,eur,eur,imports,exports,1.328046,1.328465,special,special,cif,fob,origin/consignment for intra-eu,last known destination
2014,qat,634,hs2012,hs2012,qar,qar,imports,exports,0.274725,0.274725,special,special,cif,fob,origin,last known destination
2014,kor,410,hs2012,hs2012,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2014,mda,498,hs2007,hs2007,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2014,rou,642,hs2012,hs2012,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2014,rus,643,hs2012,hs2012,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2014,rwa,646,hs2012,hs2012,rwf,rwf,imports,exports,0.001469,0.001468,general,general,cif,fob,origin,last known destination
2014,kna,659,hs2007,hs2007,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2014,lca,662,hs2007,hs2007,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2014,vct,670,hs2007,hs2007,xcd,xcd,imports,exports,0.37037,0.37037,special,special,cif,fob,origin,last known destination
2014,wsm,882,hs2012,hs2012,wst,wst,imports,exports,0.43339,0.433744,general,general,cif,fob,origin,last known destination
2014,stp,678,hs2007,hs2007,std,std,imports,exports,5.4e-5,5.4e-5,special,special,cif,fob,origin,last known destination
2014,sau,682,hs2012,hs2012,sar,sar,imports,exports,0.266778,0.266809,general,general,cif,fob,origin,last known destination
2014,sen,686,hs2007,hs2007,xof,xof,imports,exports,0.002017,0.002024,general,general,cif,fob,origin,last known destination
2014,srb,688,hs2012,hs2012,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2014,syc,690,hs2007,hs2007,scr,scr,imports,exports,0.07845,0.07845,general,general,cif,fob,origin,last known destination
2014,sle,694,hs2007,hs2007,sll,sll,imports,exports,2.22e-4,2.23e-4,general,general,cif,fob,origin,last known destination
2014,sgp,702,hs2012,hs2012,sgd,sgd,imports,exports,0.789702,0.789667,general,general,cif,fob,origin,last known destination
2014,svk,703,hs2012,hs2012,eur,eur,imports,exports,1.328501,1.328501,special,special,cif,fob,origin,last known destination
2014,svn,705,hs2012,hs2012,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2014,slb,90,hs2002,hs2002,sbd,sbd,imports,exports,0.135531,0.135623,special,special,cif,fob,origin,last known destination
2014,zaf,710,hs2012,hs2012,zar,zar,imports,exports,0.092191,0.092113,special,special,fob,fob,origin,last known destination
2014,esp,724,hs2012,hs2012,eur,eur,imports,exports,1.328376,1.328662,special,special,cif,fob,origin/consignment for intra-eu,last known destination
2014,lka,144,hs2012,hs2012,lkr,lkr,imports,exports,0.007659,0.007658,general,general,cif,fob,origin,last known destination
2014,pse,275,hs2007,hs2007,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2014,sdn,736,hs2012,hs2012,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2014,sur,740,hs2007,hs2007,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
2014,swe,752,hs2012,hs2012,sek,sek,imports,exports,0.146067,0.146128,special,special,cif,fob,origin/consignment for intra-eu,last known destination
2014,che,757,hs2012,hs2012,chf,chf,imports,exports,1.092622,1.092378,special,special,cif,fob,origin,last known destination
2014,tha,764,hs2012,hs2012,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
2014,tgo,768,hs2007,hs2007,xof,xof,imports,exports,0.002019,0.002036,special,special,cif,fob,origin,last known destination
2014,ton,776,hs2012,hs2012,top,top,imports,exports,0.539904,0.539325,general,general,cif,fob,origin,last known destination
