year,country_iso,country_code,reported_classification_imports,reported_classification_exports,reported_currency_imports,reported_currency_exports,trade_flow_imports,trade_flow_exports,currency_conversion_factor_imports,currency_conversion_factor_exports,trade_system_imports,trade_system_exports,valuation_imports,valuation_exports,partner_imports,partner_exports
1978,gha,288,sitc rev.1,sitc rev.1,ghc,ghc,imports,exports,0.600395,0.66627,general,general,cif,fob,origin,last known destination
1978,grc,300,sitc rev.2,sitc rev.2,grd,grd,imports,exports,0.27308,0.2728,special,special,cif,fob,consignment,last known destination
1978,grl,304,sitc rev.2,sitc rev.2,dkk,dkk,imports,exports,0.18224,0.18384,general,general,cif,fob,origin,last known destination
1978,grd,308,sitc rev.1,sitc rev.1,xcd,xcd,imports,exports,0.37037,0.37037,general,general,cif,fob,origin,last known destination
1978,glp,312,sitc rev.2,sitc rev.2,frf,frf,imports,exports,0.222049,0.22408,special,special,cif,fob,origin,last known destination
1978,gtm,320,sitc rev.1,sitc rev.1,gtq,gtq,imports,exports,1,1,special,special,cif,fob,origin,last known destination
1978,guy,328,sitc rev.1,sitc rev.1,gyd,gyd,imports,exports,0.392157,0.392157,special,special,cif,fob,origin,last known destination
1978,hti,332,sitc rev.1,sitc rev.1,htg,htg,imports,exports,0.2,0.2,general,general,cif,fob,origin,last known destination
1978,hnd,340,sitc rev.1,sitc rev.1,usd,hnl,imports,exports,1,0.5,special,special,cif,fob,origin,last known destination
1978,hun,348,sitc rev.2,sitc rev.2,usd,usd,imports,exports,1,1,general,general,cif,fob,purchase,sale
1978,isl,352,sitc rev.2,sitc rev.2,isk,isk,imports,exports,0.36549,0.36357,special,special,cif,fob,origin,last known destination
1978,ind,699,sitc rev.2,sitc rev.2,inr,inr,imports,exports,0.1222,0.12224,general,general,cif,fob,consignment,last known destination
1978,idn,360,sitc rev.1,sitc rev.1,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
1978,irl,372,sitc rev.2,sitc rev.2,iep,iep,imports,exports,1.91762,1.92016,general,general,cif,fob,origin,last known destination
1978,isr,376,sitc rev.1,sitc rev.1,usd,usd,imports,exports,1,1,special,special,cif,fob,purchase,last known destination
1978,ita,381,sitc rev.2,sitc rev.2,itl,itl,imports,exports,0.117996,0.11803,special,special,cif,fob,origin,last known destination
1978,jam,388,sitc rev.1,sitc rev.1,jmd,jmd,imports,exports,0.698794,0.68958,special,special,cif,fob,origin,last known destination
1978,jpn,392,sitc rev.2,sitc rev.2,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
1978,jor,400,sitc rev.1,sitc rev.1,jod,jod,imports,exports,3.26647,3.26345,special,special,cif,fob,origin,last known destination
1978,ken,404,sitc rev.1,sitc rev.1,kes,kes,imports,exports,0.129279,0.12916,general,general,cif,fob,origin,last known destination
1978,kir,296,sitc rev.1,sitc rev.1,aud,aud,imports,exports,1.1453,1.1449,special,special,cif,fob,origin,last known destination
1978,kwt,414,sitc rev.1,sitc rev.1,kwd,kwd,imports,exports,3.63779,3.6408,special,special,cif,fob,origin,last known destination
1978,lbr,430,sitc rev.2,sitc rev.2,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
1978,lby,434,sitc rev.1,sitc rev.1,lyd,lyd,imports,exports,3.3778,3.3778,general,general,cif,fob,origin,last known destination
1978,mdg,450,sitc rev.2,sitc rev.2,mgf,mgf,imports,exports,0.445026,0.44315,special,special,cif,fob,origin,last known destination
1978,mwi,454,sitc rev.2,sitc rev.2,mwk,mwk,imports,exports,1.18805,1.19026,general,general,cif,fob,origin,last known destination
1978,mys,458,sitc rev.2,sitc rev.2,myr,myr,imports,exports,0.432123,0.43274,general,general,cif,fob,origin,last known destination
1978,mli,466,sitc rev.2,sitc rev.2,xof,xof,imports,exports,0.2394,0.252,special,special,cif,fob,origin,last known destination
1978,mlt,470,sitc rev.1,sitc rev.1,mtl,mtl,imports,exports,2.59705,2.59603,general,general,cif,fob,origin,last known destination
1978,mtq,474,sitc rev.2,sitc rev.2,frf,frf,imports,exports,0.222348,0.21987,special,special,cif,fob,origin,last known destination
1978,mus,480,sitc rev.1,sitc rev.1,mur,mur,imports,exports,0.162961,0.16394,general,general,cif,fob,origin,last known destination
1978,mex,484,sitc rev.1,sitc rev.1,mxn,mxn,imports,exports,0.43934,0.4392,general,general,cif,fob,consignment,consignment
1978,msr,500,sitc rev.1,sitc rev.1,xcd,xcd,imports,exports,0.37037,0.37037,special,special,cif,fob,origin,last known destination
1978,mar,504,sitc rev.2,sitc rev.2,mad,mad,imports,exports,0.240263,0.241392,special,special,cif,fob,origin,last known destination
1978,npl,524,sitc rev.1,sitc rev.1,npr,npr,imports,exports,0.1211,0.1211,general,general,cif,NA,consignment,last known destination
1978,nld,528,sitc rev.2,sitc rev.2,nlg,nlg,imports,exports,0.463754,0.463459,special,special,cif,fob,consignment,last known destination
1978,ncl,540,sitc rev.2,sitc rev.2,xpf,xpf,imports,exports,0.012208,0.012353,special,special,cif,fob,origin,last known destination
1978,nzl,554,sitc rev.1,sitc rev.1,nzd,nzd,imports,exports,1.04168,1.03936,general,general,cif,fob,origin,last known destination
1978,nic,558,sitc rev.1,sitc rev.1,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
1978,ner,562,sitc rev.2,sitc rev.2,xof,xof,imports,exports,0.444024,0.444024,special,special,cif,fob,origin,last known destination
1978,nga,566,sitc rev.1,sitc rev.1,ngn,ngn,imports,exports,1.56567,1.56377,general,general,cif,fob,origin,last known destination
1978,nor,579,sitc rev.2,sitc rev.2,nok,nok,imports,exports,0.191076,0.19054,general,general,cif,fob,origin,last known destination
1978,omn,512,sitc rev.1,sitc rev.1,omr,omr,imports,exports,2.89519,NA,general,null,cif,NA,origin,NA
1978,pak,586,sitc rev.1,sitc rev.1,pkr,pkr,imports,exports,0.10101,0.10101,general,general,cif,fob,origin,consignment
1978,pan,591,sitc rev.1,sitc rev.1,pab,pab,imports,exports,1,1,special,special,cif,fob,origin,last known destination
1978,pry,600,sitc rev.1,sitc rev.1,usd,usd,imports,exports,1,1,special,special,cif,fob,consignment,last known destination
1978,per,604,sitc rev.2,sitc rev.2,usd,usd,imports,exports,1,1,special,special,fob,fob,origin,last known destination
1978,phl,608,sitc rev.2,sitc rev.2,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
1978,prt,620,sitc rev.1,sitc rev.1,pte,pte,imports,exports,0.22723,0.2264,special,special,cif,fob,origin,last known destination
1978,qat,634,sitc rev.1,sitc rev.1,qar,qar,imports,exports,0.258112,0.25799,general,general,cif,fob,origin,last known destination
1978,kor,410,sitc rev.2,sitc rev.2,usd,usd,imports,exports,1,1,special,general,cif,fob,origin,last known destination
1978,reu,638,sitc rev.2,sitc rev.2,frf,frf,imports,exports,0.222833,0.22385,special,special,cif,fob,origin,last known destination
1978,lca,662,sitc rev.1,sitc rev.1,xcd,xcd,imports,exports,0.37037,0.37037,special,general,cif,fob,origin,last known destination
1978,wsm,882,sitc rev.2,sitc rev.2,wst,wst,imports,exports,1.36253,1.3643,general,general,cif,fob,origin,last known destination
1978,sau,682,sitc rev.2,sitc rev.2,sar,sar,imports,exports,0.295224,0.29453,general,general,cif,fob,consignment,consignment
1978,sen,686,sitc rev.2,sitc rev.2,xof,xof,imports,exports,0.443983,0.44178,special,special,cif,fob,origin,last known destination
1978,syc,690,sitc rev.1,sitc rev.1,scr,scr,imports,exports,0.131142,0.13057,special,domestic,cif,fob,origin,last known destination
1978,sgp,702,sitc rev.1,sitc rev.1,sgd,sgd,imports,exports,0.440811,0.44088,general,general,cif,fob,origin,last known destination
1978,zaf,711,sitc rev.2,sitc rev.2,zar,zar,imports,exports,1.15,1.15,general,general,cif,fob,origin,last known destination
1978,slb,90,sitc rev.1,sitc rev.1,aud,aud,imports,exports,1.14515,1.14568,special,special,cif,fob,origin,last known destination
1978,som,706,sitc rev.1,sitc rev.1,sos,sos,imports,exports,0.158856,0.158856,special,special,cif,fob,origin,last known destination
1978,esp,724,sitc rev.2,sitc rev.2,esp,esp,imports,exports,0.13073,0.1309,special,special,cif,fob,origin,last known destination
1978,lka,144,sitc rev.1,sitc rev.1,lkr,lkr,imports,exports,0.064034,0.06406,special,general,cif,fob,origin,last known destination
1978,swe,752,sitc rev.2,sitc rev.2,sek,sek,imports,exports,0.221989,0.22192,special,special,cif,fob,origin,last known destination
1978,che,757,sitc rev.2,sitc rev.2,chf,chf,imports,exports,0.562753,0.56393,special,special,cif,fob,consignment,last known destination
1978,syr,760,sitc rev.2,sitc rev.2,syp,syp,imports,exports,0.25477,0.25477,special,special,cif,fob,origin,last known destination
1978,tha,764,sitc rev.2,sitc rev.2,thb,thb,imports,exports,0.49183,0.4918,general,general,cif,fob,origin,consignment
1978,tgo,768,sitc rev.2,sitc rev.2,xof,xof,imports,exports,0.443425,0.44615,special,special,cif,fob,origin,last known destination
1978,ton,776,sitc rev.1,sitc rev.1,top,top,imports,exports,1.14541,1.14763,general,general,cif,fob,origin,last known destination
1978,tto,780,sitc rev.1,sitc rev.1,ttd,ttd,imports,exports,0.41667,0.41667,special,special,cif,fob,origin,last known destination
1978,tun,788,sitc rev.1,sitc rev.1,tnd,tnd,imports,exports,2.40278,2.40425,general,general,cif,fob,origin,last known destination
1978,tur,792,sitc rev.1,sitc rev.1,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
1978,tuv,798,sitc rev.1,sitc rev.1,aud,aud,imports,exports,1.14473,NA,general,null,fob,NA,consignment,NA
1978,vir,850,sitc rev.1,sitc rev.1,usd,usd,imports,exports,1,1,general,general,fob,fob,origin,last known destination
1978,usa,841,sitc rev.2,sitc rev.2,usd,usd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
1978,are,784,sitc rev.1,sitc rev.1,aed,aed,imports,exports,0.25853,0.25836,general,null,cif,fob,origin,last known destination
1978,gbr,826,sitc rev.2,sitc rev.2,gbp,gbp,imports,exports,1.91871,1.919491,general,general,cif,fob,consignment,last known destination
1978,tza,834,sitc rev.1,sitc rev.1,tzs,tzs,imports,exports,0.129859,0.130059,general,general,cif,fob,origin,last known destination
1978,ury,858,sitc rev.1,sitc rev.1,usd,usd,imports,exports,1,1,special,special,cif,fob,consignment,last known destination
1978,ven,862,sitc rev.1,sitc rev.1,usd,usd,imports,exports,1,1,general,general,fob,fob,origin,consignment
1978,zmb,894,sitc rev.2,sitc rev.2,zmk,zmk,imports,exports,1.27514,1.265614,general,general,fob,fob,origin,last known destination
1979,dza,12,sitc rev.2,sitc rev.2,dzd,dzd,imports,exports,0.260332,0.25948,special,special,cif,fob,origin,consignment
1979,ago,24,sitc rev.2,sitc rev.2,pte,pte,imports,exports,NA,0.33761,null,special,NA,fob,NA,last known destination
1979,arg,32,sitc rev.1,sitc rev.1,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
1979,aus,36,sitc rev.2,sitc rev.2,aud,aud,imports,exports,1.11742,1.11681,general,general,fob,fob,origin,last known destination
1979,aut,40,sitc rev.2,sitc rev.2,ats,ats,imports,exports,0.75055,0.75064,special,special,cif,fob,origin,last known destination
1979,bhr,48,sitc rev.1,sitc rev.1,bhd,bhd,imports,exports,2.62409,2.62472,general,general,cif,fob,origin,last known destination
1979,bgd,50,sitc rev.2,sitc rev.2,bdt,bdt,imports,exports,0.064462,0.06423,general,general,cif,fob,consignment,last known destination
1979,brb,52,sitc rev.1,sitc rev.1,xcd,xcd,imports,exports,0.4972,0.4972,general,general,cif,fob,origin,last known destination
1979,bel,58,sitc rev.2,sitc rev.2,bef,bef,imports,exports,0.3414,0.3413,special,special,cif,fob,origin,last known destination
1979,blz,84,sitc rev.1,sitc rev.1,bzd,bzd,imports,exports,0.5,0.5,general,general,cif,fob,origin,last known destination
1979,ben,204,sitc rev.1,sitc rev.1,xof,xof,imports,exports,0.470416,0.470416,special,special,cif,fob,origin,last known destination
1979,bmu,60,sitc rev.1,sitc rev.1,bmd,bmd,imports,exports,1,1,general,general,cif,fob,origin,last known destination
1979,bol,68,sitc rev.2,sitc rev.2,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
1979,bra,76,sitc rev.1,sitc rev.1,usd,usd,imports,exports,1,1,special,general,cif,fob,purchase,last known destination
1979,brn,96,sitc rev.1,sitc rev.1,bnd,bnd,imports,exports,0.457,0.457002,special,general,cif,fob,origin,last known destination
1979,bfa,854,sitc rev.2,sitc rev.2,xof,xof,imports,exports,0.48093,0.47264,special,special,cif,fob,origin,last known destination
1979,cpv,132,sitc rev.2,sitc rev.2,pte,pte,imports,exports,0,0.20449,special,special,cif,fob,origin,last known destination
1979,cmr,120,sitc rev.2,sitc rev.2,xof,xof,imports,exports,0.46863899999999997,0.46906,special,special,cif,fob,origin,last known destination
1979,can,124,sitc rev.2,sitc rev.2,cad,cad,imports,exports,0.854032,0.853946,general,general,fob,fob,consignment,consignment
1979,caf,140,sitc rev.2,sitc rev.2,xof,xof,imports,exports,0.470077,0.46967,special,special,cif,fob,origin,last known destination
1979,chl,152,sitc rev.1,sitc rev.1,usd,usd,imports,exports,1,1,special,special,cif,fob,purchase,sale
1979,hkg,344,sitc rev.2,sitc rev.2,hkd,hkd,imports,exports,0.199649,0.19959,general,general,cif,fob,consignment,last known destination
1979,mac,446,sitc rev.2,sitc rev.2,mop,mop,imports,exports,0.192611,0.19226,special,special,cif,fob,origin,last known destination
1979,col,170,sitc rev.2,sitc rev.2,usd,usd,imports,exports,1,1,special,special,cif,fob,purchase,last known destination
1979,cog,178,sitc rev.2,sitc rev.2,xof,xof,imports,exports,0.4701,0.4701,special,special,cif,fob,origin,last known destination
1979,cri,188,sitc rev.1,sitc rev.1,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
1979,cub,192,sitc rev.1,sitc rev.1,cup,cup,imports,exports,NA,1.383126,null,special,NA,fob,NA,sale
1979,cyp,196,sitc rev.2,sitc rev.2,cyp,cyp,imports,exports,2.8229,2.818707,general,general,cif,fob,consignment,last known destination
1979,csk,200,sitc rev.1,sitc rev.1,czk,czk,imports,exports,0.188258,0.18811,general,general,fob,fob,purchase,sale
1979,civ,384,sitc rev.2,sitc rev.2,xof,xof,imports,exports,0.47144,0.47032,general,general,cif,fob,origin,last known destination
1979,dnk,208,sitc rev.2,sitc rev.2,dkk,dkk,imports,exports,0.190038,0.19008,general,general,cif,fob,origin,last known destination
1979,dma,212,sitc rev.1,sitc rev.1,xcd,xcd,imports,exports,0.37037,0.37037,general,general,cif,fob,origin,last known destination
1979,dom,214,sitc rev.1,sitc rev.1,dop,dop,imports,exports,1,1,general,general,fob,fob,origin,last known destination
1979,ecu,218,sitc rev.2,sitc rev.2,usd,usd,imports,exports,1,1,null,general,NA,fob,NA,last known destination
1979,egy,818,sitc rev.1,sitc rev.1,egp,egp,imports,exports,1.42857,1.428568,special,special,cif,fob,consignment,last known destination
1979,slv,222,sitc rev.1,sitc rev.1,svc,svc,imports,exports,0.4,0.4,special,special,cif,fob,origin,last known destination
1979,fro,234,sitc rev.2,sitc rev.2,dkk,dkk,imports,exports,0.189918,0.19052,general,general,cif,fob,origin,last known destination
1979,fji,242,sitc rev.2,sitc rev.2,fjd,fjd,imports,exports,1.19658,1.195782,general,general,cif,fob,origin,last known destination
1979,fin,246,sitc rev.2,sitc rev.2,fim,fim,imports,exports,0.257797,0.257322,general,general,cif,fob,origin,last known destination
1979,yem,886,sitc rev.2,sitc rev.2,yer,yer,imports,exports,0.219178,0.219178,general,general,cif,fob,consignment,last known destination
1979,eth,230,sitc rev.2,sitc rev.2,etb,etb,imports,exports,0.483092,0.48309,general,general,cif,fob,origin,last known destination
1979,ddr,278,sitc rev.2,sitc rev.2,usd,usd,imports,exports,1,1,special,special,cif,fob,origin,last known destination
1979,sdn,736,sitc rev.1,sitc rev.1,sdd,sdd,imports,exports,2.32544,2.29874,general,general,cif,fob,origin,last known destination
1979,yug,890,sitc rev.1,sitc rev.1,yud,yud,imports,exports,0.527,0.52674,special,special,cif,fob,origin,last known destination
1979,fra,251,sitc rev.2,sitc rev.2,frf,frf,imports,exports,0.235355,0.23529,special,special,cif,fob,origin,last known destination
1979,guf,254,sitc rev.2,sitc rev.2,frf,frf,imports,exports,0.235241,0.23649,special,special,cif,fob,origin,last known destination
1979,pyf,258,sitc rev.2,sitc rev.2,xpf,xpf,imports,exports,0.01272,0.01272,special,special,cif,fob,origin,last known destination
1979,gab,266,sitc rev.2,sitc rev.2,xof,xof,imports,exports,0.470416,0.470416,special,special,cif,fob,origin,last known destination
1979,gmb,270,sitc rev.1,sitc rev.1,gmd,gmd,imports,exports,0.53000100000000006,0.52965,general,general,cif,fob,consignment,last known destination
1979,gha,288,sitc rev.1,sitc rev.1,ghc,ghc,imports,exports,0.36364,0.36364,general,general,cif,fob,origin,last known destination
1979,grc,300,sitc rev.2,sitc rev.2,grd,grd,imports,exports,0.26887,0.2688,special,special,cif,fob,consignment,last known destination
1979,grl,304,sitc rev.2,sitc rev.2,dkk,dkk,imports,exports,0.18993,0.18961,general,general,cif,fob,origin,last known destination
1979,grd,308,sitc rev.1,sitc rev.1,xcd,xcd,imports,exports,0.37037,0.37037,general,general,cif,fob,origin,last known destination
1979,glp,312,sitc rev.2,sitc rev.2,frf,frf,imports,exports,0.235515,0.23432,special,special,cif,fob,origin,last known destination
